price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
11800,2009,toyota,excellent,6 cylinders,gas,180608,clean,automatic,4wd,full-size,pickup,red,ny
58695,2020,gmc,excellent,8 cylinders,gas,14829,clean,automatic,4wd,full-size,truck,black,fl
19995,2011,toyota,good,6 cylinders,gas,153218,clean,automatic,rwd,full-size,SUV,grey,tx
5495,2010,gmc,good,6 cylinders,gas,181983,clean,automatic,4wd,full-size,SUV,black,mi
17977,2016,nissan,good,6 cylinders,gas,93734,clean,automatic,rwd,full-size,van,white,fl
7395,2008,acura,excellent,4 cylinders,gas,171000,clean,automatic,4wd,full-size,SUV,white,ut
35524,2020,jeep,like new,6 cylinders,gas,31525,clean,automatic,4wd,mid-size,SUV,grey,az
28900,2017,audi,good,6 cylinders,gas,94601,clean,automatic,4wd,full-size,SUV,white,al
7180,2011,chevrolet,good,4 cylinders,gas,121580,clean,automatic,fwd,mid-size,SUV,custom,pa
7000,1998,subaru,excellent,4 cylinders,gas,32652,clean,automatic,4wd,mid-size,wagon,green,pa
20950,2011,ford,excellent,8 cylinders,gas,117996,clean,automatic,rwd,full-size,truck,grey,ca
13500,2011,chevrolet,like new,8 cylinders,gas,100000,clean,automatic,rwd,full-size,mini-van,white,ny
7990,2012,hyundai,good,4 cylinders,gas,134000,clean,automatic,fwd,mid-size,sedan,grey,ca
8000,2010,toyota,excellent,4 cylinders,gas,91630,clean,automatic,fwd,compact,hatchback,brown,ca
21995,2016,toyota,excellent,4 cylinders,hybrid,44438,clean,automatic,4wd,mid-size,SUV,black,mi
39988,2018,bmw,excellent,6 cylinders,gas,41152,clean,automatic,4wd,full-size,SUV,blue,mi
40999,2015,ford,good,8 cylinders,diesel,141335,clean,automatic,4wd,full-size,truck,white,tn
19995,2018,nissan,excellent,4 cylinders,gas,24935,clean,automatic,4wd,mid-size,SUV,silver,vt
8995,2002,chevrolet,good,8 cylinders,gas,162000,clean,automatic,rwd,full-size,truck,red,va
7450,2015,chevrolet,good,4 cylinders,gas,101151,clean,automatic,fwd,compact,sedan,grey,il
10588,2013,mini,good,4 cylinders,gas,116683,clean,automatic,fwd,compact,wagon,blue,id
11000,2014,kia,good,4 cylinders,gas,120759,clean,automatic,4wd,mid-size,SUV,grey,wi
9995,2006,jeep,excellent,8 cylinders,gas,143187,clean,automatic,4wd,full-size,SUV,white,ca
22990,2013,ford,excellent,6 cylinders,gas,156146,clean,automatic,4wd,full-size,pickup,blue,fl
33877,2019,chevrolet,like new,8 cylinders,gas,11714,clean,automatic,rwd,full-size,van,white,nc
20900,2008,ram,excellent,6 cylinders,diesel,216000,clean,other,4wd,full-size,truck,blue,oh
15270,2017,chevrolet,excellent,4 cylinders,gas,100092,clean,automatic,fwd,full-size,sedan,black,mo
30491,2016,toyota,excellent,6 cylinders,gas,87239,clean,automatic,4wd,full-size,SUV,white,nc
14995,2011,chevrolet,excellent,8 cylinders,gas,137950,clean,automatic,4wd,full-size,truck,grey,ny
37995,2013,ram,like new,6 cylinders,diesel,131674,clean,manual,4wd,full-size,truck,silver,ak
59900,2020,chevrolet,like new,8 cylinders,diesel,1025,clean,automatic,rwd,full-size,truck,white,nc
18850,2012,chevrolet,excellent,8 cylinders,gas,109822,clean,automatic,4wd,full-size,truck,blue,ma
35000,1995,ford,like new,8 cylinders,diesel,210000,clean,automatic,rwd,full-size,truck,blue,fl
17995,2012,ram,excellent,8 cylinders,gas,134901,clean,automatic,4wd,full-size,truck,grey,wi
32995,2017,ford,excellent,8 cylinders,gas,83702,clean,automatic,4wd,full-size,truck,white,fl
1790,2000,honda,fair,6 cylinders,gas,229140,clean,automatic,fwd,full-size,sedan,grey,ok
7500,2006,cadillac,excellent,6 cylinders,gas,126111,clean,automatic,rwd,mid-size,sedan,white,ca
12977,2016,hyundai,excellent,4 cylinders,gas,125763,clean,automatic,4wd,mid-size,SUV,silver,ca
32900,2017,mercedes-benz,excellent,4 cylinders,gas,34981,clean,automatic,rwd,mid-size,coupe,white,ca
9988,2008,dodge,good,8 cylinders,gas,174260,clean,automatic,4wd,full-size,truck,black,pa
4400,2007,honda,excellent,6 cylinders,gas,194959,clean,automatic,fwd,mid-size,mini-van,silver,va
11800,2008,ford,excellent,8 cylinders,gas,204751,clean,automatic,rwd,full-size,SUV,white,tn
10000,2013,kia,like new,4 cylinders,gas,65500,clean,automatic,fwd,mid-size,sedan,black,ar
10194,2014,dodge,excellent,6 cylinders,gas,64582,clean,automatic,fwd,mid-size,sedan,black,oh
18295,2018,subaru,excellent,4 cylinders,gas,17760,clean,automatic,4wd,mid-size,hatchback,silver,vt
30900,2015,chevrolet,excellent,8 cylinders,gas,113000,clean,automatic,4wd,full-size,truck,red,va
18500,2013,chevrolet,excellent,8 cylinders,gas,169000,clean,automatic,4wd,full-size,truck,silver,tx
17995,2013,chevrolet,excellent,8 cylinders,gas,151701,clean,automatic,4wd,full-size,truck,black,ny
15999,2007,chevrolet,excellent,8 cylinders,gas,148871,clean,automatic,4wd,full-size,SUV,white,ca
18999,2017,toyota,excellent,4 cylinders,gas,57492,clean,automatic,4wd,compact,SUV,silver,ia
6990,2013,chevrolet,excellent,4 cylinders,gas,83160,clean,automatic,fwd,compact,sedan,blue,va
9495,2012,mini,excellent,4 cylinders,gas,116508,clean,automatic,4wd,mid-size,hatchback,brown,vt
6988,2005,toyota,good,8 cylinders,gas,236000,clean,automatic,4wd,full-size,SUV,grey,la
9495,2010,ford,good,8 cylinders,gas,200202,clean,automatic,4wd,full-size,truck,grey,mi
5000,2007,jeep,good,8 cylinders,gas,195500,clean,automatic,4wd,full-size,SUV,red,fl
7995,2014,kia,excellent,4 cylinders,gas,60000,clean,automatic,fwd,full-size,hatchback,black,ok
14900,2015,chevrolet,excellent,4 cylinders,gas,70578,clean,automatic,fwd,full-size,SUV,custom,ks
24900,2016,ford,excellent,8 cylinders,gas,122238,clean,automatic,rwd,full-size,truck,white,ky
11880,2005,ram,excellent,8 cylinders,gas,158000,clean,automatic,rwd,full-size,truck,silver,ne
29900,2017,ford,excellent,6 cylinders,gas,72849,rebuilt,automatic,4wd,full-size,SUV,white,ga
16661,2016,chevrolet,good,8 cylinders,gas,130135,clean,automatic,rwd,full-size,van,white,wi
14200,2014,subaru,good,4 cylinders,gas,137406,clean,automatic,4wd,mid-size,SUV,white,ca
6950,2012,kia,excellent,4 cylinders,gas,122000,clean,manual,fwd,compact,sedan,silver,ca
37994,2018,ford,like new,6 cylinders,gas,35259,clean,automatic,4wd,full-size,truck,red,wi
13800,1994,gmc,excellent,8 cylinders,gas,150000,clean,automatic,4wd,mid-size,SUV,custom,nc
56950,2019,rover,like new,6 cylinders,gas,36334,clean,automatic,4wd,full-size,SUV,white,fl
6888,2010,chevrolet,good,4 cylinders,gas,124037,clean,automatic,fwd,compact,sedan,black,oh
4500,2005,mercury,excellent,8 cylinders,gas,223766,clean,automatic,rwd,full-size,sedan,white,ok
6495,2006,chevrolet,excellent,8 cylinders,gas,201000,clean,automatic,4wd,full-size,truck,custom,ri
12995,2007,dodge,like new,8 cylinders,gas,90129,clean,automatic,4wd,mid-size,truck,grey,ny
9950,1999,gmc,good,6 cylinders,diesel,188591,clean,manual,rwd,full-size,truck,white,ia
14995,2014,honda,good,6 cylinders,gas,153000,clean,automatic,4wd,full-size,SUV,black,ks
3950,2008,volkswagen,fair,10 cylinders,diesel,159700,clean,automatic,4wd,full-size,SUV,black,fl
9999,2009,subaru,excellent,4 cylinders,gas,141676,clean,automatic,4wd,mid-size,wagon,white,ca
16995,2014,honda,good,6 cylinders,gas,122903,clean,automatic,rwd,full-size,van,grey,ca
52500,2012,chevrolet,excellent,8 cylinders,diesel,49779,clean,automatic,4wd,full-size,pickup,white,az
26500,2017,dodge,like new,6 cylinders,gas,35140,clean,automatic,4wd,mid-size,coupe,silver,az
8999,2014,ford,excellent,4 cylinders,gas,68974,clean,automatic,fwd,compact,sedan,grey,ca
18987,2013,chevrolet,good,8 cylinders,gas,60047,clean,automatic,rwd,full-size,van,white,wi
18990,2010,ford,good,8 cylinders,gas,32988,clean,automatic,rwd,mid-size,van,white,tn
6900,2014,ford,excellent,4 cylinders,gas,74000,clean,automatic,fwd,full-size,hatchback,grey,tx
22999,2016,chevrolet,excellent,6 cylinders,gas,91188,clean,automatic,rwd,mid-size,truck,black,fl
7991,2009,dodge,good,6 cylinders,gas,93000,clean,automatic,fwd,full-size,van,custom,fl
1,2014,cadillac,excellent,8 cylinders,gas,23505,clean,other,4wd,mid-size,coupe,grey,fl
18999,2018,chevrolet,excellent,4 cylinders,gas,18500,clean,automatic,fwd,mid-size,hatchback,red,ak
53900,2016,gmc,excellent,8 cylinders,diesel,95000,clean,automatic,4wd,full-size,truck,red,nc
30900,2015,chevrolet,excellent,8 cylinders,gas,113000,clean,automatic,4wd,full-size,truck,red,nc
6895,2008,jeep,good,6 cylinders,gas,120511,rebuilt,automatic,4wd,full-size,SUV,brown,co
8900,2017,dodge,good,6 cylinders,gas,156740,clean,automatic,fwd,full-size,mini-van,black,ga
12990,2007,ford,good,8 cylinders,gas,133206,clean,automatic,4wd,full-size,truck,white,tn
8450,2013,hyundai,excellent,4 cylinders,gas,99450,clean,automatic,fwd,compact,sedan,white,wi
19995,2013,toyota,excellent,8 cylinders,gas,204412,clean,automatic,4wd,full-size,pickup,grey,tx
2150,2001,chevrolet,fair,5 cylinders,gas,201915,clean,automatic,fwd,compact,sedan,white,pa
5695,2010,chevrolet,good,4 cylinders,gas,181634,clean,automatic,fwd,mid-size,sedan,white,wi
6800,2009,mini,excellent,4 cylinders,gas,88000,clean,manual,fwd,sub-compact,coupe,blue,or
10900,2010,mercedes-benz,excellent,6 cylinders,gas,106000,clean,automatic,4wd,mid-size,SUV,custom,va
6495,2014,chevrolet,excellent,4 cylinders,gas,78353,clean,automatic,fwd,mid-size,sedan,black,va
12995,2014,ford,excellent,4 cylinders,gas,74919,clean,automatic,fwd,mid-size,SUV,white,mn
23995,2013,chevrolet,good,8 cylinders,gas,96572,clean,automatic,4wd,mid-size,van,black,ia
11999,2014,ford,excellent,4 cylinders,gas,119669,clean,automatic,fwd,full-size,SUV,orange,ca
45950,2019,chevrolet,like new,8 cylinders,gas,34456,clean,automatic,4wd,full-size,truck,red,fl
1,2019,mitsubishi,excellent,10 cylinders,gas,11046,clean,automatic,4wd,full-size,SUV,black,fl
21900,2003,ford,excellent,8 cylinders,gas,55330,clean,manual,rwd,full-size,coupe,yellow,ny
6000,2011,toyota,good,4 cylinders,gas,144000,clean,automatic,fwd,compact,sedan,black,tx
36995,2017,ram,like new,8 cylinders,gas,81424,clean,automatic,4wd,full-size,truck,white,id
21495,2018,gmc,good,4 cylinders,diesel,75000,clean,automatic,fwd,full-size,SUV,grey,mo
2499,2003,nissan,excellent,6 cylinders,gas,150000,clean,automatic,4wd,full-size,SUV,purple,ma
3050,2003,ford,good,4 cylinders,gas,104859,clean,automatic,fwd,compact,hatchback,grey,ma
17250,1932,chevrolet,good,6 cylinders,gas,2500,clean,manual,rwd,mid-size,coupe,grey,in
15555,2014,toyota,excellent,6 cylinders,gas,62000,rebuilt,automatic,fwd,full-size,mini-van,grey,ct
18800,2007,ford,excellent,8 cylinders,diesel,205110,clean,automatic,4wd,full-size,truck,white,fl
5955,2013,ford,excellent,4 cylinders,gas,104000,clean,manual,fwd,full-size,sedan,green,ny
7000,2009,bmw,excellent,6 cylinders,gas,136000,clean,automatic,4wd,compact,coupe,silver,mt
5500,2012,subaru,fair,4 cylinders,gas,153394,clean,automatic,4wd,full-size,SUV,blue,ok
10478,2008,cadillac,excellent,8 cylinders,gas,193105,clean,automatic,4wd,full-size,SUV,white,ut
20995,2015,ford,good,8 cylinders,gas,165642,clean,automatic,4wd,full-size,truck,black,wi
6995,2007,honda,excellent,4 cylinders,gas,175425,clean,automatic,4wd,full-size,SUV,green,va
90978,2021,toyota,new,8 cylinders,gas,159,clean,automatic,4wd,full-size,SUV,grey,ia
7995,2013,chrysler,good,4 cylinders,gas,70990,clean,automatic,fwd,mid-size,sedan,white,oh
48900,2015,ford,excellent,8 cylinders,diesel,134000,clean,automatic,4wd,full-size,truck,white,nc
4495,2006,chrysler,good,6 cylinders,gas,128373,clean,automatic,4wd,compact,SUV,brown,co
6000,2012,mazda,good,4 cylinders,gas,94315,clean,automatic,fwd,compact,hatchback,black,pa
1995,1992,bmw,fair,6 cylinders,gas,116730,clean,automatic,rwd,mid-size,sedan,purple,pa
9000,2010,ford,excellent,6 cylinders,gas,85398,clean,automatic,fwd,mid-size,sedan,grey,tx
6500,2008,acura,good,6 cylinders,gas,192000,clean,automatic,4wd,full-size,SUV,grey,ca
56500,2020,ford,excellent,6 cylinders,gas,11000,clean,automatic,4wd,full-size,truck,blue,sc
28990,2008,ford,good,8 cylinders,gas,118078,clean,automatic,rwd,full-size,truck,white,mi
5000,1997,lincoln,excellent,8 cylinders,gas,58740,clean,automatic,fwd,full-size,sedan,grey,va
3988,2004,honda,good,6 cylinders,gas,143721,clean,automatic,fwd,mid-size,coupe,silver,nj
14800,2015,hyundai,excellent,4 cylinders,gas,25280,clean,automatic,fwd,mid-size,sedan,white,fl
8995,2013,ford,good,6 cylinders,gas,150000,clean,automatic,4wd,full-size,SUV,custom,ny
4981,2011,dodge,good,6 cylinders,gas,149675,clean,automatic,fwd,full-size,sedan,red,in
18000,1967,ford,excellent,6 cylinders,gas,12651,clean,automatic,rwd,full-size,truck,custom,pa
17995,2008,toyota,excellent,8 cylinders,gas,212980,clean,automatic,4wd,mid-size,SUV,black,or
9500,2014,ford,excellent,4 cylinders,gas,219581,clean,automatic,fwd,full-size,van,white,al
4999,2016,chevrolet,like new,4 cylinders,gas,161000,clean,automatic,fwd,mid-size,hatchback,blue,ca
35900,2019,ford,good,6 cylinders,gas,55300,clean,automatic,4wd,full-size,truck,white,fl
27499,2015,ford,excellent,6 cylinders,gas,52000,clean,automatic,rwd,full-size,truck,white,ny
7200,2013,chevrolet,good,4 cylinders,gas,132000,clean,automatic,fwd,mid-size,sedan,black,sd
32999,2011,ford,good,8 cylinders,diesel,177117,clean,automatic,4wd,full-size,truck,black,tn
24900,2014,chevrolet,excellent,8 cylinders,gas,148021,clean,automatic,4wd,full-size,pickup,white,ok
13900,2017,nissan,like new,4 cylinders,gas,12969,clean,automatic,fwd,compact,SUV,black,ca
18995,2003,ford,excellent,8 cylinders,gas,99316,clean,automatic,4wd,full-size,truck,white,ca
8450,2007,ford,excellent,6 cylinders,gas,106501,clean,automatic,rwd,mid-size,truck,red,pa
9990,2012,nissan,excellent,4 cylinders,gas,130700,clean,automatic,4wd,compact,wagon,white,wi
31995,2017,dodge,excellent,8 cylinders,gas,33443,clean,automatic,4wd,full-size,SUV,grey,mn
8975,2012,ford,excellent,4 cylinders,gas,33600,clean,automatic,fwd,mid-size,sedan,red,ma
4400,2008,audi,good,4 cylinders,gas,158000,clean,automatic,4wd,mid-size,sedan,black,nj
6200,2010,ford,excellent,8 cylinders,gas,160000,clean,automatic,rwd,full-size,pickup,silver,ny
12995,2005,chevrolet,good,8 cylinders,gas,130701,clean,automatic,4wd,full-size,truck,silver,id
7450,2008,honda,good,4 cylinders,gas,115220,clean,automatic,fwd,mid-size,sedan,black,mi
11000,1999,toyota,excellent,4 cylinders,gas,70000,salvage,automatic,4wd,mid-size,truck,black,tx
33899,2016,ford,good,6 cylinders,gas,47193,clean,automatic,4wd,full-size,truck,grey,tn
43901,2018,jeep,like new,6 cylinders,gas,17878,clean,automatic,4wd,mid-size,SUV,blue,mt
13999,2014,subaru,excellent,4 cylinders,gas,76974,clean,other,4wd,full-size,SUV,green,va
3995,1998,bmw,excellent,4 cylinders,gas,136298,clean,automatic,rwd,compact,coupe,black,ca
16000,2013,honda,like new,4 cylinders,gas,36029,clean,automatic,fwd,mid-size,sedan,silver,vt
20990,2006,chevrolet,good,8 cylinders,diesel,134296,clean,automatic,rwd,full-size,truck,white,pa
11000,2005,ford,good,10 cylinders,gas,172000,clean,automatic,4wd,full-size,SUV,red,fl
13900,2014,nissan,excellent,4 cylinders,gas,34761,clean,automatic,fwd,full-size,sedan,brown,al
10488,2013,hyundai,excellent,4 cylinders,gas,72000,clean,automatic,fwd,sub-compact,sedan,white,mn
15495,2014,toyota,excellent,4 cylinders,gas,145002,clean,automatic,fwd,full-size,SUV,custom,in
4399,2008,chrysler,good,6 cylinders,gas,164743,clean,automatic,fwd,full-size,van,silver,mn
23500,2017,subaru,excellent,4 cylinders,gas,27450,clean,manual,rwd,mid-size,coupe,grey,ca
11597,2014,lexus,excellent,4 cylinders,hybrid,125270,clean,automatic,fwd,compact,sedan,white,ca
10975,2001,bmw,excellent,6 cylinders,gas,72111,clean,automatic,rwd,compact,convertible,custom,nm
31788,2019,ford,good,6 cylinders,gas,21029,clean,automatic,rwd,full-size,van,white,tx
24999,2012,chevrolet,like new,8 cylinders,gas,113000,clean,automatic,4wd,full-size,SUV,white,mi
4900,2005,saturn,excellent,6 cylinders,gas,88288,clean,automatic,4wd,full-size,SUV,silver,va
2995,2001,toyota,good,4 cylinders,gas,165000,clean,manual,fwd,mid-size,sedan,black,ca
2700,2003,ford,excellent,6 cylinders,gas,108520,clean,automatic,fwd,mid-size,sedan,silver,va
5950,1991,chevrolet,excellent,8 cylinders,gas,165239,clean,automatic,rwd,full-size,pickup,white,id
27000,2015,gmc,excellent,8 cylinders,gas,156000,clean,automatic,4wd,full-size,truck,red,ks
1,2018,nissan,excellent,10 cylinders,gas,51856,clean,automatic,4wd,compact,wagon,grey,fl
31900,2012,chevrolet,good,8 cylinders,gas,43000,clean,automatic,4wd,full-size,truck,white,pa
5995,2006,toyota,good,6 cylinders,gas,182101,clean,automatic,fwd,full-size,van,blue,ne
3200,2009,dodge,good,6 cylinders,gas,206400,clean,automatic,fwd,mid-size,SUV,black,fl
45300,2018,ram,excellent,6 cylinders,diesel,34125,rebuilt,automatic,4wd,full-size,truck,black,oh
12950,2012,dodge,excellent,6 cylinders,gas,38201,clean,automatic,fwd,mid-size,mini-van,white,ca
36423,2015,ford,excellent,8 cylinders,gas,52964,clean,automatic,4wd,full-size,pickup,white,nc
48900,2018,chevrolet,like new,8 cylinders,diesel,43034,rebuilt,automatic,4wd,full-size,truck,black,al
13995,2012,audi,excellent,6 cylinders,gas,105000,clean,automatic,4wd,full-size,SUV,blue,ny
6759,2011,nissan,fair,4 cylinders,gas,135337,clean,automatic,fwd,mid-size,sedan,grey,or
22995,2018,nissan,excellent,4 cylinders,gas,26885,clean,automatic,4wd,mid-size,SUV,grey,vt
39995,2018,gmc,good,8 cylinders,diesel,178400,clean,automatic,4wd,full-size,truck,red,mi
49990,2013,ford,good,8 cylinders,diesel,98689,clean,automatic,4wd,full-size,truck,white,va
6995,2011,chevrolet,good,4 cylinders,gas,149835,clean,automatic,fwd,compact,sedan,blue,fl
7500,2009,toyota,excellent,6 cylinders,gas,145000,clean,automatic,4wd,full-size,van,black,ny
38995,2017,mercedes-benz,like new,4 cylinders,gas,40810,clean,automatic,4wd,mid-size,sedan,black,id
8990,2010,kia,excellent,6 cylinders,gas,92645,clean,automatic,fwd,mid-size,mini-van,grey,ny
37980,2017,audi,excellent,6 cylinders,gas,47187,clean,automatic,4wd,mid-size,sedan,grey,tx
10999,2011,audi,excellent,4 cylinders,gas,67123,clean,automatic,fwd,compact,sedan,black,ca
9995,2009,cadillac,excellent,8 cylinders,gas,42132,clean,automatic,rwd,full-size,sedan,silver,ri
1595,2000,ford,fair,6 cylinders,gas,163067,clean,automatic,4wd,mid-size,SUV,green,in
19990,2013,chevrolet,good,8 cylinders,gas,100981,clean,automatic,4wd,full-size,pickup,silver,mn
12800,2019,subaru,good,4 cylinders,gas,9000,salvage,automatic,4wd,mid-size,sedan,black,nc
12950,2014,audi,excellent,4 cylinders,gas,93426,clean,manual,fwd,compact,sedan,white,tx
9000,2013,nissan,excellent,6 cylinders,gas,126304,clean,automatic,fwd,mid-size,sedan,black,mi
17995,2013,chevrolet,excellent,8 cylinders,gas,151701,clean,automatic,4wd,full-size,truck,black,ny
9999,2004,ford,excellent,8 cylinders,gas,254252,clean,automatic,4wd,full-size,pickup,black,nv
39900,2015,chevrolet,good,8 cylinders,gas,30063,clean,automatic,4wd,full-size,truck,black,ar
1,2018,dodge,excellent,10 cylinders,gas,53658,clean,other,4wd,compact,wagon,grey,fl
22998,2015,chevrolet,excellent,8 cylinders,gas,46654,salvage,manual,rwd,compact,coupe,black,ca
43900,2016,ford,excellent,8 cylinders,diesel,118000,clean,automatic,4wd,full-size,truck,black,va
34990,2001,ford,good,8 cylinders,diesel,70200,clean,automatic,4wd,full-size,truck,custom,wv
24995,2012,ford,excellent,8 cylinders,gas,129500,clean,automatic,4wd,full-size,truck,black,ny
14950,2011,chevrolet,good,8 cylinders,gas,204376,clean,automatic,4wd,full-size,truck,blue,mt
14700,2012,buick,excellent,6 cylinders,gas,100039,clean,automatic,4wd,full-size,SUV,white,wv
15995,2013,gmc,like new,8 cylinders,gas,141866,clean,automatic,rwd,full-size,truck,white,ny
7495,2014,chevrolet,excellent,4 cylinders,gas,80847,clean,automatic,fwd,mid-size,sedan,blue,wi
29955,2018,ram,good,8 cylinders,gas,98617,clean,automatic,4wd,full-size,truck,white,ca
6895,2006,jeep,good,8 cylinders,gas,153425,clean,automatic,4wd,full-size,SUV,white,wa
33990,2014,ford,good,8 cylinders,diesel,136250,clean,automatic,4wd,full-size,truck,white,ia
