price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
29300,1964,chevrolet,excellent,8 cylinders,gas,19000,clean,automatic,rwd,mid-size,coupe,red,ma
11500,2017,hyundai,good,4 cylinders,gas,57027,clean,automatic,fwd,compact,sedan,black,pa
21500,2017,toyota,excellent,4 cylinders,hybrid,43766,clean,automatic,fwd,compact,hatchback,white,ri
5900,2012,mazda,good,4 cylinders,gas,124802,rebuilt,automatic,fwd,compact,hatchback,grey,fl
29900,2017,ford,excellent,6 cylinders,gas,72849,rebuilt,automatic,4wd,full-size,SUV,white,ia
11200,2016,volkswagen,excellent,4 cylinders,gas,71365,clean,automatic,fwd,mid-size,sedan,grey,ut
22900,2013,bmw,excellent,6 cylinders,gas,103804,clean,automatic,fwd,full-size,convertible,black,fl
7300,2013,chevrolet,excellent,4 cylinders,gas,96980,clean,automatic,fwd,mid-size,sedan,white,mi
5000,2010,ford,excellent,4 cylinders,gas,98316,clean,automatic,fwd,mid-size,sedan,grey,nj
7595,2010,subaru,like new,4 cylinders,gas,120125,clean,automatic,4wd,full-size,sedan,silver,ma
21500,2008,ford,good,8 cylinders,diesel,211000,clean,manual,rwd,full-size,truck,red,ia
5995,2004,chevrolet,good,5 cylinders,gas,233011,clean,manual,4wd,full-size,truck,white,mt
25988,2012,chevrolet,excellent,8 cylinders,gas,163686,clean,automatic,rwd,full-size,truck,white,tn
8495,2011,chevrolet,excellent,4 cylinders,gas,86847,clean,automatic,4wd,full-size,SUV,silver,wi
26994,2013,ford,like new,6 cylinders,gas,57736,clean,automatic,4wd,full-size,pickup,red,fl
39995,2015,cadillac,like new,8 cylinders,gas,85805,clean,automatic,rwd,full-size,SUV,black,ca
33900,2020,ford,excellent,4 cylinders,gas,18312,clean,automatic,4wd,mid-size,SUV,silver,ma
4350,2009,volkswagen,good,5 cylinders,gas,156999,clean,automatic,rwd,mid-size,coupe,blue,la
21999,2013,mercedes-benz,excellent,8 cylinders,gas,90322,clean,automatic,rwd,full-size,sedan,silver,ca
6995,2013,ford,excellent,4 cylinders,gas,111967,clean,automatic,fwd,full-size,sedan,grey,ct
13995,2005,ford,good,8 cylinders,gas,117021,clean,automatic,4wd,full-size,truck,black,co
10498,2013,hyundai,excellent,4 cylinders,gas,107527,clean,automatic,4wd,mid-size,SUV,orange,ma
38567,2018,ford,excellent,6 cylinders,gas,67100,clean,automatic,4wd,full-size,truck,white,ny
16500,2020,honda,excellent,4 cylinders,gas,12582,rebuilt,automatic,fwd,mid-size,sedan,blue,tx
12995,2005,ford,excellent,8 cylinders,gas,132842,clean,automatic,4wd,full-size,pickup,white,tx
20598,2019,nissan,excellent,4 cylinders,gas,30104,clean,automatic,4wd,mid-size,SUV,black,vt
45950,2019,chevrolet,like new,8 cylinders,gas,34456,clean,automatic,4wd,full-size,truck,red,fl
14945,2013,buick,excellent,6 cylinders,gas,124034,clean,automatic,fwd,full-size,SUV,black,ky
44795,2020,chevrolet,new,8 cylinders,gas,16228,clean,automatic,4wd,full-size,truck,blue,fl
16987,2014,chevrolet,good,6 cylinders,gas,114010,clean,automatic,4wd,full-size,truck,white,wi
18888,2009,gmc,good,8 cylinders,gas,96636,clean,automatic,4wd,mid-size,van,white,il
10999,2011,jeep,excellent,6 cylinders,gas,121679,clean,automatic,4wd,full-size,SUV,custom,va
7995,2006,chevrolet,excellent,8 cylinders,gas,184652,clean,automatic,4wd,full-size,pickup,brown,nj
16999,2017,dodge,excellent,6 cylinders,gas,48232,clean,automatic,rwd,full-size,van,black,fl
20995,2009,chevrolet,excellent,8 cylinders,gas,106612,clean,automatic,4wd,full-size,truck,red,va
5950,2008,pontiac,excellent,6 cylinders,gas,127600,clean,automatic,fwd,compact,sedan,silver,ca
2995,1999,cadillac,good,8 cylinders,gas,109160,clean,automatic,fwd,full-size,sedan,white,fl
7500,2000,toyota,good,8 cylinders,gas,198000,clean,automatic,4wd,mid-size,pickup,black,ks
13900,1994,chevrolet,good,8 cylinders,gas,144848,clean,automatic,rwd,full-size,truck,red,il
1,2016,nissan,excellent,6 cylinders,gas,19141,clean,other,rwd,mid-size,coupe,black,fl
87995,2019,ford,like new,8 cylinders,diesel,21183,clean,automatic,4wd,full-size,truck,grey,ak
9995,2006,toyota,good,4 cylinders,gas,129813,clean,automatic,fwd,full-size,SUV,green,tx
9995,2008,dodge,excellent,6 cylinders,gas,91611,clean,automatic,4wd,full-size,wagon,grey,ma
13995,2016,chevrolet,excellent,4 cylinders,gas,55205,clean,automatic,fwd,mid-size,sedan,red,ca
4800,1990,toyota,good,6 cylinders,gas,234000,clean,automatic,4wd,mid-size,SUV,white,az
15285,2011,ford,good,6 cylinders,gas,141750,clean,automatic,rwd,full-size,truck,brown,tx
13950,2012,jeep,excellent,8 cylinders,gas,130788,clean,automatic,4wd,compact,SUV,grey,nc
9500,2013,kia,excellent,4 cylinders,gas,600,clean,automatic,fwd,mid-size,SUV,silver,fl
23990,2015,chevrolet,excellent,8 cylinders,gas,142066,clean,automatic,rwd,full-size,SUV,white,nc
28995,2019,gmc,good,8 cylinders,gas,13042,clean,automatic,rwd,mid-size,van,white,mn
8100,2014,lincoln,excellent,6 cylinders,gas,127000,rebuilt,automatic,fwd,full-size,sedan,black,oh
1,2016,mercedes-benz,excellent,6 cylinders,gas,68376,clean,other,4wd,compact,wagon,white,fl
3500,2008,volkswagen,excellent,4 cylinders,gas,198426,clean,automatic,fwd,mid-size,wagon,black,va
15995,2010,ford,excellent,6 cylinders,gas,109063,clean,automatic,4wd,full-size,truck,custom,me
28493,2015,jeep,excellent,6 cylinders,gas,70885,clean,automatic,4wd,full-size,SUV,red,wi
39500,2002,ford,new,8 cylinders,gas,1304,clean,automatic,rwd,compact,convertible,green,ri
10595,2014,chevrolet,good,4 cylinders,gas,109356,clean,automatic,fwd,full-size,SUV,custom,mn
40900,2021,toyota,good,6 cylinders,gas,1582,clean,automatic,4wd,full-size,truck,silver,al
4588,2003,nissan,fair,6 cylinders,gas,134174,clean,automatic,fwd,mid-size,sedan,white,ky
17900,2008,honda,good,6 cylinders,gas,93047,clean,automatic,4wd,full-size,truck,grey,co
25500,2002,porsche,excellent,6 cylinders,gas,81645,clean,automatic,4wd,full-size,convertible,grey,ri
7877,2014,ford,good,4 cylinders,gas,111699,clean,automatic,fwd,mid-size,sedan,red,dc
14495,2017,kia,excellent,4 cylinders,gas,89953,clean,automatic,fwd,full-size,SUV,custom,ne
14900,2014,bmw,like new,4 cylinders,gas,101706,clean,automatic,fwd,full-size,SUV,black,fl
13500,2012,cadillac,good,6 cylinders,gas,47349,clean,automatic,rwd,full-size,sedan,red,fl
14000,1992,porsche,good,4 cylinders,gas,100000,clean,automatic,rwd,compact,convertible,blue,wi
1,2015,bmw,excellent,6 cylinders,gas,23391,clean,manual,rwd,mid-size,coupe,black,fl
12995,2011,volkswagen,excellent,4 cylinders,gas,68762,clean,automatic,4wd,mid-size,SUV,silver,or
2500,2010,ford,good,4 cylinders,gas,127850,clean,manual,fwd,compact,sedan,silver,pa
6000,2006,nissan,good,8 cylinders,gas,230000,clean,automatic,4wd,full-size,truck,red,pa
3995,2007,honda,good,4 cylinders,gas,223000,clean,automatic,fwd,compact,sedan,blue,ca
9995,2015,nissan,excellent,4 cylinders,gas,64816,rebuilt,automatic,4wd,full-size,SUV,black,va
14200,2011,lexus,good,6 cylinders,gas,91079,clean,automatic,4wd,mid-size,hatchback,white,ma
13999,2007,chevrolet,excellent,8 cylinders,gas,132559,clean,automatic,4wd,full-size,pickup,grey,or
13890,2016,chevrolet,excellent,4 cylinders,gas,92430,clean,automatic,fwd,full-size,sedan,silver,la
21800,2016,ford,like new,6 cylinders,gas,100000,clean,automatic,rwd,full-size,van,white,fl
15900,2007,ford,excellent,8 cylinders,gas,146554,clean,automatic,4wd,full-size,truck,white,tn
27995,2017,chevrolet,like new,6 cylinders,gas,21124,clean,automatic,rwd,full-size,truck,silver,nm
7500,2012,kia,good,4 cylinders,gas,150624,clean,automatic,fwd,full-size,SUV,white,pa
6579,2004,ram,good,6 cylinders,gas,98000,clean,manual,rwd,full-size,truck,white,oh
13491,2015,honda,excellent,4 cylinders,hybrid,74155,clean,automatic,fwd,compact,sedan,white,or
14595,2015,mini,excellent,3 cylinders,gas,62130,clean,automatic,fwd,compact,hatchback,blue,tn
49990,2015,ford,good,8 cylinders,diesel,152701,clean,automatic,4wd,full-size,truck,white,pa
6800,2006,jeep,excellent,8 cylinders,gas,135000,clean,automatic,4wd,full-size,SUV,white,co
24880,2012,ford,excellent,8 cylinders,diesel,252298,clean,automatic,4wd,full-size,truck,brown,fl
550,1986,ford,salvage,6 cylinders,gas,76747,clean,automatic,4wd,mid-size,offroad,blue,ca
18000,2013,lexus,excellent,6 cylinders,gas,79330,clean,automatic,fwd,full-size,sedan,white,wa
53900,2018,ford,excellent,6 cylinders,gas,20669,clean,automatic,4wd,mid-size,truck,red,ma
13995,2014,buick,excellent,6 cylinders,gas,116593,clean,automatic,fwd,full-size,sedan,grey,ct
4500,1994,chevrolet,fair,8 cylinders,gas,20000,clean,automatic,rwd,full-size,truck,green,fl
49990,2013,ford,good,8 cylinders,diesel,98689,clean,automatic,4wd,full-size,truck,white,me
24990,2017,gmc,good,8 cylinders,gas,136965,clean,automatic,rwd,full-size,truck,white,ia
42823,2017,ram,excellent,8 cylinders,gas,46152,clean,automatic,4wd,full-size,truck,silver,mi
37900,2018,chevrolet,excellent,8 cylinders,gas,23000,clean,automatic,4wd,full-size,truck,black,va
16999,2011,toyota,excellent,6 cylinders,gas,102229,clean,automatic,4wd,full-size,SUV,black,nj
7943,2009,hyundai,excellent,4 cylinders,gas,99500,clean,automatic,fwd,full-size,sedan,grey,wi
13950,2011,toyota,excellent,6 cylinders,gas,149232,clean,automatic,4wd,full-size,van,white,ky
12795,2013,ford,good,6 cylinders,gas,136000,clean,automatic,4wd,mid-size,wagon,blue,il
38995,2015,ford,excellent,8 cylinders,gas,55766,clean,automatic,4wd,full-size,pickup,white,az
38990,2016,mitsubishi,good,4 cylinders,diesel,33474,clean,automatic,rwd,full-size,truck,white,al
24995,2018,nissan,excellent,6 cylinders,gas,37247,clean,automatic,fwd,mid-size,sedan,black,id
41995,2019,chevrolet,excellent,8 cylinders,gas,26600,clean,automatic,4wd,full-size,pickup,blue,ny
39900,2020,chevrolet,excellent,8 cylinders,gas,21506,clean,automatic,rwd,full-size,truck,black,ca
33990,2012,ford,good,8 cylinders,diesel,49678,clean,automatic,4wd,full-size,truck,white,md
1850,2007,buick,good,6 cylinders,gas,143900,clean,automatic,fwd,full-size,sedan,grey,wa
35994,2017,lexus,like new,6 cylinders,gas,16711,clean,automatic,4wd,mid-size,SUV,black,wi
38990,2016,mitsubishi,good,4 cylinders,diesel,33474,clean,automatic,rwd,full-size,truck,white,tn
7495,2006,ford,excellent,6 cylinders,gas,132686,clean,automatic,rwd,full-size,convertible,yellow,va
9500,2011,dodge,good,6 cylinders,gas,144840,clean,automatic,4wd,full-size,SUV,custom,mn
41995,2018,toyota,like new,6 cylinders,gas,42623,clean,automatic,4wd,full-size,SUV,grey,hi
12987,1985,chevrolet,good,8 cylinders,gas,31151,clean,other,rwd,full-size,truck,black,tx
10490,2011,audi,like new,6 cylinders,gas,112000,clean,automatic,4wd,mid-size,sedan,grey,ny
20995,2017,ford,excellent,4 cylinders,gas,63922,clean,automatic,4wd,mid-size,SUV,grey,fl
39700,2017,ford,like new,6 cylinders,gas,31220,clean,automatic,4wd,full-size,pickup,red,fl
3800,2012,nissan,good,4 cylinders,gas,150000,salvage,automatic,fwd,full-size,sedan,black,ca
7999,2013,toyota,excellent,4 cylinders,gas,89000,clean,automatic,fwd,compact,sedan,white,oh
28000,2011,ford,excellent,8 cylinders,diesel,150000,clean,automatic,4wd,full-size,truck,white,ca
8250,2014,mazda,good,4 cylinders,gas,155783,clean,automatic,fwd,compact,sedan,black,ca
2900,2002,honda,excellent,6 cylinders,gas,245590,clean,automatic,fwd,mid-size,mini-van,grey,ca
5250,2010,subaru,good,4 cylinders,gas,133223,rebuilt,automatic,4wd,mid-size,SUV,red,oh
3500,2007,ford,good,6 cylinders,gas,233023,clean,automatic,fwd,mid-size,SUV,white,tn
12200,2016,subaru,good,4 cylinders,gas,161469,clean,automatic,4wd,mid-size,wagon,white,wi
22900,2018,nissan,good,4 cylinders,gas,14570,clean,automatic,rwd,full-size,truck,custom,ms
12900,2015,volkswagen,excellent,4 cylinders,diesel,74400,clean,automatic,fwd,mid-size,sedan,white,al
6500,2008,bmw,excellent,6 cylinders,gas,91000,clean,automatic,rwd,full-size,sedan,silver,fl
14430,2002,toyota,excellent,8 cylinders,gas,173502,clean,automatic,4wd,full-size,SUV,grey,wv
15990,2014,ford,good,4 cylinders,gas,67320,clean,automatic,fwd,full-size,SUV,orange,oh
10000,2016,chevrolet,excellent,4 cylinders,gas,99728,clean,automatic,fwd,compact,sedan,white,ks
6950,2008,mercedes-benz,good,6 cylinders,gas,155420,clean,automatic,4wd,full-size,sedan,black,ny
27500,2010,chevrolet,excellent,8 cylinders,diesel,127381,clean,automatic,4wd,full-size,truck,blue,ny
14990,2008,ford,good,10 cylinders,gas,75994,clean,automatic,rwd,full-size,truck,white,il
16950,2013,dodge,excellent,6 cylinders,gas,53864,clean,automatic,rwd,mid-size,sedan,white,ca
7495,2012,mazda,excellent,4 cylinders,gas,118263,clean,automatic,fwd,mid-size,sedan,grey,or
21995,2015,ford,good,6 cylinders,gas,102598,clean,automatic,rwd,full-size,van,custom,tx
56000,2012,ford,like new,8 cylinders,diesel,10600,clean,automatic,4wd,full-size,pickup,black,ct
22999,2007,mercedes-benz,like new,12 cylinders,gas,60000,clean,automatic,rwd,full-size,sedan,white,ky
5495,2005,dodge,good,6 cylinders,gas,170954,clean,automatic,fwd,mid-size,mini-van,red,co
20495,2011,ford,good,8 cylinders,gas,150900,clean,automatic,4wd,full-size,pickup,white,ia
4400,2012,mazda,excellent,4 cylinders,gas,204000,clean,automatic,fwd,compact,sedan,black,tx
6995,2009,chevrolet,good,6 cylinders,gas,207533,clean,automatic,4wd,mid-size,SUV,blue,mn
11999,2005,chevrolet,excellent,8 cylinders,gas,176000,clean,automatic,4wd,full-size,truck,grey,ok
22995,2015,chevrolet,excellent,8 cylinders,gas,155820,clean,automatic,4wd,full-size,pickup,white,il
6995,2013,hyundai,excellent,4 cylinders,gas,123527,clean,automatic,fwd,full-size,sedan,blue,ct
5295,2010,chevrolet,good,4 cylinders,gas,147375,clean,automatic,fwd,mid-size,wagon,black,ca
26495,2017,jeep,good,6 cylinders,gas,80449,clean,automatic,4wd,full-size,SUV,black,ca
8995,2011,chevrolet,good,6 cylinders,gas,93466,clean,automatic,4wd,full-size,SUV,silver,pa
16500,2012,ford,excellent,8 cylinders,gas,92889,clean,automatic,rwd,full-size,truck,white,ri
10900,1996,chevrolet,excellent,8 cylinders,gas,119596,clean,automatic,rwd,full-size,truck,white,tn
27990,2011,ford,good,6 cylinders,diesel,123622,clean,automatic,rwd,full-size,truck,white,ky
30977,2016,ford,excellent,8 cylinders,gas,110144,clean,automatic,4wd,full-size,truck,silver,mo
16990,2010,cadillac,good,8 cylinders,gas,157280,clean,automatic,4wd,full-size,SUV,silver,mo
8995,2011,audi,good,10 cylinders,gas,106262,clean,other,4wd,compact,sedan,black,ga
1,2015,ram,excellent,6 cylinders,gas,84570,clean,other,4wd,full-size,truck,white,fl
4600,2002,toyota,excellent,4 cylinders,gas,180100,clean,automatic,4wd,compact,SUV,silver,va
19500,1985,chevrolet,good,8 cylinders,gas,34789,clean,automatic,rwd,full-size,pickup,white,ga
18800,2017,toyota,like new,4 cylinders,gas,26115,clean,automatic,fwd,compact,hatchback,white,pa
9995,2011,toyota,excellent,6 cylinders,gas,138025,clean,automatic,4wd,full-size,van,grey,ma
6000,2000,mercedes-benz,excellent,6 cylinders,gas,62000,clean,automatic,rwd,mid-size,coupe,black,nc
21995,2016,chevrolet,excellent,6 cylinders,gas,80022,clean,automatic,4wd,full-size,SUV,grey,mn
15400,2017,ford,excellent,4 cylinders,gas,100183,clean,automatic,fwd,mid-size,SUV,silver,in
22950,2018,chevrolet,excellent,8 cylinders,gas,45705,clean,automatic,rwd,full-size,van,white,nc
14900,2010,ford,excellent,8 cylinders,gas,164300,clean,automatic,rwd,full-size,pickup,black,fl
18900,2018,gmc,excellent,4 cylinders,gas,0,clean,automatic,fwd,full-size,SUV,blue,ca
16950,2010,mercedes-benz,excellent,6 cylinders,gas,49956,clean,automatic,4wd,mid-size,sedan,custom,nm
14990,2012,dodge,good,6 cylinders,gas,98231,clean,automatic,4wd,full-size,sedan,red,mn
29900,2018,chevrolet,excellent,8 cylinders,gas,121317,clean,automatic,4wd,full-size,truck,silver,fl
5300,2010,hyundai,excellent,4 cylinders,gas,85185,clean,automatic,fwd,mid-size,sedan,blue,nc
1999,2002,buick,excellent,6 cylinders,gas,131193,clean,automatic,fwd,full-size,sedan,grey,oh
24600,2013,ford,like new,8 cylinders,gas,81070,clean,automatic,4wd,full-size,truck,green,pa
16200,2011,toyota,excellent,6 cylinders,gas,225739,clean,automatic,4wd,mid-size,SUV,grey,wi
21700,2014,honda,excellent,6 cylinders,gas,88061,clean,automatic,4wd,full-size,pickup,black,oh
31500,2015,chevrolet,excellent,8 cylinders,gas,102060,clean,automatic,4wd,full-size,SUV,custom,ny
11500,2016,chevrolet,good,4 cylinders,gas,61035,rebuilt,automatic,4wd,full-size,SUV,red,oh
12990,1996,chevrolet,good,8 cylinders,gas,96303,clean,automatic,4wd,mid-size,coupe,white,wa
26250,2017,jeep,like new,6 cylinders,gas,72433,clean,automatic,rwd,full-size,SUV,black,fl
25149,2016,jeep,good,6 cylinders,gas,88201,clean,automatic,4wd,full-size,SUV,red,sc
7500,2012,chrysler,good,4 cylinders,gas,110000,clean,automatic,fwd,full-size,sedan,silver,or
7950,2010,toyota,good,4 cylinders,gas,93000,clean,automatic,fwd,mid-size,sedan,red,id
5900,2003,ford,excellent,6 cylinders,gas,138695,clean,automatic,rwd,full-size,pickup,brown,ny
14999,2015,lincoln,excellent,6 cylinders,gas,85200,clean,automatic,4wd,mid-size,SUV,silver,ct
30977,2016,ford,excellent,8 cylinders,gas,110144,clean,automatic,4wd,full-size,truck,silver,mo
48956,2018,ram,excellent,6 cylinders,diesel,29600,clean,automatic,4wd,full-size,truck,white,ny
5200,2004,toyota,good,4 cylinders,gas,160000,clean,automatic,fwd,full-size,SUV,silver,hi
20995,2020,hyundai,like new,4 cylinders,gas,18066,clean,automatic,fwd,full-size,sedan,black,hi
65500,2018,ford,like new,8 cylinders,diesel,53335,clean,automatic,4wd,full-size,pickup,white,fl
10900,2004,jeep,good,6 cylinders,gas,178842,clean,automatic,4wd,mid-size,SUV,black,mn
3250,2008,chevrolet,good,6 cylinders,gas,160800,clean,automatic,fwd,full-size,mini-van,white,az
7900,2012,lincoln,excellent,6 cylinders,gas,115630,clean,automatic,4wd,mid-size,sedan,grey,pa
31995,2016,ram,excellent,8 cylinders,gas,45667,clean,automatic,4wd,full-size,pickup,white,ca
24870,2011,ford,excellent,8 cylinders,diesel,224460,clean,automatic,4wd,full-size,truck,custom,il
5995,2014,chrysler,excellent,4 cylinders,gas,107315,clean,automatic,fwd,compact,sedan,silver,ok
24900,2012,gmc,excellent,8 cylinders,gas,111000,clean,automatic,4wd,full-size,SUV,black,nc
3750,2002,chevrolet,good,4 cylinders,gas,62133,clean,automatic,fwd,full-size,sedan,silver,pa
1,2018,chrysler,excellent,10 cylinders,gas,51900,clean,automatic,4wd,compact,sedan,black,fl
11995,2008,chevrolet,excellent,8 cylinders,gas,171500,clean,automatic,4wd,full-size,pickup,black,mi
5420,2010,subaru,good,4 cylinders,gas,199876,clean,automatic,4wd,mid-size,wagon,red,in
3800,2007,mazda,good,4 cylinders,gas,137950,clean,automatic,fwd,compact,sedan,orange,dc
13900,2015,audi,excellent,4 cylinders,gas,135082,clean,automatic,4wd,full-size,SUV,white,ca
19495,2016,lincoln,good,6 cylinders,gas,89498,clean,automatic,4wd,full-size,SUV,white,mi
8470,2015,ford,good,6 cylinders,gas,96670,clean,automatic,4wd,full-size,sedan,silver,va
45000,2016,ram,excellent,6 cylinders,diesel,57000,clean,automatic,4wd,full-size,pickup,grey,wi
46995,2019,ford,excellent,8 cylinders,diesel,85706,clean,automatic,4wd,full-size,pickup,white,ny
22500,2016,ford,excellent,6 cylinders,gas,71796,clean,automatic,4wd,mid-size,SUV,green,ny
18000,2008,bmw,like new,6 cylinders,gas,25118,rebuilt,manual,fwd,compact,convertible,red,pa
46990,2016,ram,good,6 cylinders,diesel,17619,clean,automatic,rwd,full-size,truck,white,in
31999,2015,chevrolet,like new,8 cylinders,gas,164635,clean,automatic,4wd,full-size,truck,white,ok
6500,2006,chevrolet,good,6 cylinders,gas,140409,clean,automatic,rwd,full-size,van,white,or
13750,2020,honda,like new,4 cylinders,gas,381,rebuilt,automatic,fwd,compact,hatchback,grey,ma
8500,2009,ram,good,8 cylinders,gas,180200,clean,automatic,rwd,full-size,pickup,brown,ks
5995,2013,hyundai,excellent,4 cylinders,gas,112100,rebuilt,automatic,fwd,full-size,coupe,silver,va
37500,2016,ford,good,8 cylinders,diesel,46500,rebuilt,automatic,4wd,full-size,pickup,white,pa
3922,2009,ford,excellent,4 cylinders,gas,165676,clean,manual,fwd,compact,sedan,silver,mn
17995,2012,gmc,excellent,8 cylinders,gas,147034,clean,automatic,4wd,mid-size,SUV,black,wi
9000,2013,ford,excellent,4 cylinders,gas,165204,clean,automatic,fwd,mid-size,SUV,silver,oh
12000,2016,kia,good,4 cylinders,gas,67053,clean,automatic,fwd,mid-size,SUV,grey,wi
7998,2008,volvo,excellent,6 cylinders,gas,110004,clean,automatic,fwd,mid-size,wagon,black,nc
7495,2011,dodge,good,6 cylinders,gas,145209,clean,automatic,fwd,full-size,van,black,pa
1,2016,jeep,excellent,6 cylinders,gas,57722,clean,other,4wd,compact,wagon,white,fl
20995,2014,ford,like new,4 cylinders,gas,17317,clean,automatic,fwd,compact,mini-van,white,pa
4400,2004,subaru,like new,4 cylinders,gas,102354,clean,automatic,4wd,full-size,SUV,blue,ct
45995,2018,jeep,like new,6 cylinders,gas,26000,clean,automatic,4wd,mid-size,SUV,grey,mn
9250,2012,lincoln,like new,8 cylinders,gas,195000,clean,automatic,4wd,full-size,SUV,grey,nj
10933,2008,lexus,excellent,6 cylinders,gas,103436,clean,automatic,4wd,mid-size,SUV,yellow,oh
31990,2013,ford,good,8 cylinders,gas,101335,clean,automatic,4wd,full-size,truck,white,sc
36700,2019,ford,excellent,6 cylinders,gas,14985,clean,automatic,rwd,full-size,van,white,tn
8500,2008,jeep,excellent,10 cylinders,gas,105722,clean,other,4wd,full-size,SUV,blue,fl
8200,1997,mercury,excellent,8 cylinders,gas,29900,clean,automatic,fwd,mid-size,coupe,white,ny
24995,2016,acura,excellent,6 cylinders,gas,82451,clean,automatic,4wd,full-size,SUV,grey,vt
26900,2015,chevrolet,excellent,8 cylinders,gas,100300,clean,automatic,4wd,full-size,truck,silver,tn
27995,2018,dodge,excellent,6 cylinders,gas,22300,clean,automatic,rwd,mid-size,coupe,black,ny
28990,2017,ford,excellent,6 cylinders,gas,78239,clean,automatic,4wd,full-size,truck,blue,mt
17800,2014,toyota,like new,4 cylinders,gas,47283,clean,automatic,4wd,mid-size,SUV,blue,pa
26585,2018,ford,good,4 cylinders,gas,23096,clean,automatic,rwd,mid-size,coupe,black,vt
22300,2015,nissan,excellent,6 cylinders,gas,73468,clean,automatic,4wd,full-size,pickup,silver,fl
22900,2016,jeep,excellent,6 cylinders,gas,72000,clean,automatic,4wd,full-size,SUV,grey,ar
7995,2010,ford,like new,4 cylinders,gas,97327,clean,automatic,fwd,mid-size,sedan,red,pa
8990,2008,infiniti,excellent,6 cylinders,gas,154919,clean,automatic,4wd,full-size,SUV,blue,va
1,2015,bmw,excellent,10 cylinders,gas,48826,clean,automatic,rwd,compact,sedan,white,fl
11500,1996,lexus,excellent,8 cylinders,gas,112544,clean,automatic,rwd,full-size,sedan,white,ak
27000,2015,toyota,excellent,4 cylinders,gas,52287,clean,automatic,4wd,full-size,truck,silver,nh
8995,2010,ford,excellent,6 cylinders,gas,97309,clean,automatic,4wd,compact,SUV,white,nc
20000,2015,dodge,good,6 cylinders,gas,66779,lien,automatic,4wd,full-size,SUV,grey,va
15995,2007,gmc,excellent,8 cylinders,gas,149171,clean,automatic,4wd,full-size,SUV,blue,nc
15995,2011,gmc,excellent,8 cylinders,gas,147192,clean,automatic,4wd,full-size,truck,black,wi
5795,2007,toyota,excellent,4 cylinders,gas,106862,clean,automatic,fwd,sub-compact,coupe,grey,or
8988,2008,bmw,excellent,6 cylinders,gas,70671,clean,automatic,rwd,compact,sedan,blue,ca
3500,1998,honda,excellent,6 cylinders,gas,207808,clean,automatic,fwd,compact,sedan,black,ca
7999,2013,toyota,excellent,4 cylinders,gas,89000,clean,automatic,fwd,compact,sedan,white,oh
6890,2002,toyota,excellent,6 cylinders,gas,1,clean,automatic,rwd,mid-size,truck,red,ca
4500,1995,lincoln,excellent,8 cylinders,gas,122769,clean,automatic,rwd,full-size,sedan,white,ca
123,2002,subaru,fair,4 cylinders,gas,111192,clean,manual,4wd,compact,wagon,white,il
22900,2005,chevrolet,excellent,8 cylinders,gas,101283,clean,automatic,rwd,full-size,coupe,orange,fl
14200,2016,nissan,like new,4 cylinders,gas,67143,lien,automatic,4wd,mid-size,SUV,grey,ny
6400,2005,mercury,good,6 cylinders,gas,72556,clean,automatic,fwd,full-size,van,brown,ia
3900,2005,ram,fair,8 cylinders,gas,170411,clean,automatic,4wd,full-size,pickup,grey,ny
5500,2004,honda,good,6 cylinders,gas,119000,clean,automatic,fwd,full-size,sedan,red,co
2250,2002,ford,fair,8 cylinders,gas,167577,salvage,automatic,rwd,full-size,coupe,black,ca
5750,2007,hyundai,excellent,6 cylinders,gas,150572,clean,automatic,fwd,full-size,SUV,black,mo
4500,2002,nissan,good,6 cylinders,gas,195437,clean,automatic,4wd,mid-size,SUV,red,nh
6200,2000,jeep,fair,6 cylinders,gas,153394,clean,automatic,4wd,mid-size,SUV,black,va
32353,2015,ford,excellent,6 cylinders,gas,69813,clean,automatic,4wd,full-size,pickup,white,mt
14990,2012,ford,good,8 cylinders,gas,67820,clean,automatic,rwd,full-size,truck,white,va
10500,2011,nissan,like new,6 cylinders,gas,115000,clean,automatic,fwd,full-size,sedan,blue,md
25300,2018,bmw,excellent,4 cylinders,gas,9300,rebuilt,automatic,4wd,mid-size,SUV,black,nj
4900,2007,dodge,good,4 cylinders,gas,142000,clean,automatic,fwd,mid-size,wagon,orange,pa
6000,2005,toyota,good,8 cylinders,gas,256000,clean,automatic,rwd,full-size,SUV,white,ga
18500,2018,chevrolet,excellent,4 cylinders,gas,24100,clean,automatic,fwd,compact,SUV,brown,nc
1,2016,chevrolet,excellent,8 cylinders,gas,94282,clean,other,4wd,full-size,SUV,silver,fl
5850,1984,pontiac,excellent,4 cylinders,gas,131000,clean,automatic,fwd,mid-size,convertible,grey,wa
1000,2010,subaru,excellent,4 cylinders,gas,78850,clean,automatic,4wd,mid-size,hatchback,silver,co
4500,2008,audi,good,4 cylinders,gas,152000,clean,automatic,4wd,mid-size,sedan,blue,oh
10995,2012,chrysler,like new,6 cylinders,gas,119820,clean,automatic,rwd,full-size,sedan,black,ca
29990,2007,ford,good,8 cylinders,diesel,124669,clean,automatic,rwd,full-size,truck,white,ia
20997,2016,ford,excellent,4 cylinders,gas,64681,clean,automatic,rwd,sub-compact,coupe,blue,tx
6995,2013,dodge,excellent,4 cylinders,gas,98327,clean,automatic,fwd,mid-size,sedan,silver,fl
